5033419560201 26.0  8.5  0.009999-99.9-99.9-99.9-99.912.1 87-9.9-99-99.9 -99-99.927.5-9.9
5033419560202 32.3 12.7  0.009999-99.9-99.9-99.9-99.911.6 84-9.9-99-99.9 -99-99.926.7-9.9
5033419560203 33.2 16.4  0.009999-99.9-99.9-99.9-99.911.0 80-9.9-99-99.9 -99-99.925.7-9.9
5033419560204 31.5 19.5  0.819999-99.9-99.9-99.9-99.9 4.5 32-9.9-99-99.9 -99-99.914.7-9.9
5033419560205 25.4 14.3  0.009999-99.9-99.9-99.9-99.9 8.7 63-9.9-99-99.9 -99-99.921.7-9.9
5033419560206 26.3  5.8  0.009999-99.9-99.9-99.9-99.912.1 88-9.9-99-99.9 -99-99.927.2-9.9
5033419560207 29.4 12.7  0.009999-99.9-99.9-99.9-99.911.1 81-9.9-99-99.9 -99-99.925.5-9.9
5033419560208 31.5 15.6  0.009999-99.9-99.9-99.9-99.910.4 76-9.9-99-99.9 -99-99.924.3-9.9
5033419560209 34.2 20.1  0.009999-99.9-99.9-99.9-99.910.4 76-9.9-99-99.9 -99-99.924.2-9.9
5033419560210 33.5 18.1  0.009999-99.9-99.9-99.9-99.911.1 82-9.9-99-99.9 -99-99.925.4-9.9
5033419560211 33.0 17.4  0.009999-99.9-99.9-99.9-99.910.0 74-9.9-99-99.9 -99-99.923.5-9.9
5033419560212 34.0 15.8  3.619999-99.9-99.9-99.9-99.9 9.8 72-9.9-99-99.9 -99-99.922.9-9.9
5033419560213 27.4 14.8  0.009999-99.9-99.9-99.9-99.910.8 80-9.9-99-99.9 -99-99.924.6-9.9
5033419560214 29.5  7.2  0.009999-99.9-99.9-99.9-99.9 9.6 71-9.9-99-99.9 -99-99.922.5-9.9
5033419560215 27.9  7.7  0.009999-99.9-99.9-99.9-99.910.8 81-9.9-99-99.9 -99-99.924.5-9.9
5033419560216 32.6 15.9  0.009999-99.9-99.9-99.9-99.911.6 87-9.9-99-99.9 -99-99.925.7-9.9
5033419560217 34.8 18.2  0.009999-99.9-99.9-99.9-99.911.1 83-9.9-99-99.9 -99-99.924.7-9.9
5033419560218 34.9 14.1  0.009999-99.9-99.9-99.9-99.910.4 78-9.9-99-99.9 -99-99.923.5-9.9
5033419560219 35.1 19.4 26.319999-99.9-99.9-99.9-99.9 4.3 32-9.9-99-99.9 -99-99.913.7-9.9
5033419560220 28.7 18.4  5.419999-99.9-99.9-99.9-99.9 6.6 50-9.9-99-99.9 -99-99.917.4-9.9
5033419560221 24.0 11.9  0.009999-99.9-99.9-99.9-99.9 5.3 40-9.9-99-99.9 -99-99.915.2-9.9
5033419560222 24.8  6.7  0.009999-99.9-99.9-99.9-99.910.5 80-9.9-99-99.9 -99-99.923.4-9.9
5033419560223 29.4 10.3 16.219999-99.9-99.9-99.9-99.910.3 78-9.9-99-99.9 -99-99.922.8-9.9
5033419560224 27.5 10.1  0.009999-99.9-99.9-99.9-99.910.2 78-9.9-99-99.9 -99-99.922.7-9.9
5033419560225 28.0 16.1  0.009999-99.9-99.9-99.9-99.9 7.2 55-9.9-99-99.9 -99-99.917.9-9.9
5033419560226 30.0 14.3  4.219999-99.9-99.9-99.9-99.910.3 79-9.9-99-99.9 -99-99.922.6-9.9
5033419560227 27.0 15.2  8.319999-99.9-99.9-99.9-99.9 3.8 29-9.9-99-99.9 -99-99.912.4-9.9
5033419560228 23.9 12.5  0.009999-99.9-99.9-99.9-99.911.4 88-9.9-99-99.9 -99-99.924.1-9.9
5033419560229 31.0 10.7  0.009999-99.9-99.9-99.9-99.911.9 92-9.9-99-99.9 -99-99.924.7-9.9
5033419560301 33.0 12.9  0.009999-99.9-99.9-99.9-99.910.8 84-9.9-99-99.9 -99-99.923.0-9.9
5033419560302 34.0 13.5  0.009999-99.9-99.9-99.9-99.910.9 85-9.9-99-99.9 -99-99.923.0-9.9
5033419560303 32.0 19.9  0.009999-99.9-99.9-99.9-99.9 5.9 46-9.9-99-99.9 -99-99.915.3-9.9
5033419560304 30.4 17.1  0.009999-99.9-99.9-99.9-99.9 3.9 30-9.9-99-99.9 -99-99.912.1-9.9
5033419560305 34.0 15.6  0.009999-99.9-99.9-99.9-99.910.4 82-9.9-99-99.9 -99-99.922.0-9.9
5033419560306 27.6 17.4 27.819999-99.9-99.9-99.9-99.9 3.5 27-9.9-99-99.9 -99-99.911.4-9.9
5033419560307 28.8 12.4  0.009999-99.9-99.9-99.9-99.910.8 86-9.9-99-99.9 -99-99.922.4-9.9
5033419560308 31.8 16.6  0.009999-99.9-99.9-99.9-99.910.3 82-9.9-99-99.9 -99-99.921.5-9.9
5033419560309 33.4 20.7 10.219999-99.9-99.9-99.9-99.9 9.0 72-9.9-99-99.9 -99-99.919.5-9.9
5033419560310 32.0 17.7 91.619999-99.9-99.9-99.9-99.9 3.6 28-9.9-99-99.9 -99-99.911.2-9.9
5033419560311 26.0 13.1 22.019999-99.9-99.9-99.9-99.9 3.8 30-9.9-99-99.9 -99-99.911.5-9.9
5033419560312 19.0 12.2  0.009999-99.9-99.9-99.9-99.9 4.3 34-9.9-99-99.9 -99-99.912.1-9.9
5033419560313 22.0 10.8  0.009999-99.9-99.9-99.9-99.9 3.0 24-9.9-99-99.9 -99-99.910.2-9.9
5033419560314 27.3 11.5  0.009999-99.9-99.9-99.9-99.9 7.0 56-9.9-99-99.9 -99-99.915.9-9.9
5033419560315 30.6 17.1  0.009999-99.9-99.9-99.9-99.9 5.8 47-9.9-99-99.9 -99-99.914.2-9.9
5033419560316 23.0  9.6  0.009999-99.9-99.9-99.9-99.9 6.6 54-9.9-99-99.9 -99-99.915.3-9.9
5033419560317 26.0  9.6  0.009999-99.9-99.9-99.9-99.9 6.2 50-9.9-99-99.9 -99-99.914.5-9.9
5033419560318 29.5 13.6  0.009999-99.9-99.9-99.9-99.9 6.7 55-9.9-99-99.9 -99-99.915.2-9.9
5033419560319 29.5 15.7  0.009999-99.9-99.9-99.9-99.9 5.6 46-9.9-99-99.9 -99-99.913.5-9.9
5033419560719 11.5 -4.8  0.009999-99.9-99.9-99.9-99.9 5.7 56-9.9-99-99.9 -99-99.9 8.4-9.9
5033419560720 14.0 -3.0  0.009999-99.9-99.9-99.9-99.9 3.2 31-9.9-99-99.9 -99-99.9 6.1-9.9
5033419560721 16.7 -1.6  0.009999-99.9-99.9-99.9-99.9 4.4 43-9.9-99-99.9 -99-99.9 7.3-9.9
5033419560722 17.4 -0.5  0.619999-99.9-99.9-99.9-99.9 0.7  6-9.9-99-99.9 -99-99.9 3.8-9.9
5033419560723 18.7  5.0  0.009999-99.9-99.9-99.9-99.9 4.0 39-9.9-99-99.9 -99-99.9 7.0-9.9
5033419560724 11.7  0.2  3.719999-99.9-99.9-99.9-99.9 0.4  3-9.9-99-99.9 -99-99.9 3.5-9.9
5033419560725 11.9  2.0  0.009999-99.9-99.9-99.9-99.9 6.0 59-9.9-99-99.9 -99-99.9 9.1-9.9
5033419560726 12.8  2.2  0.009999-99.9-99.9-99.9-99.9 0.8  7-9.9-99-99.9 -99-99.9 4.0-9.9
5033419560727 11.7  6.0  0.009999-99.9-99.9-99.9-99.9 1.4 13-9.9-99-99.9 -99-99.9 4.6-9.9
5033419560728 16.2  0.2  0.009999-99.9-99.9-99.9-99.9 5.5 53-9.9-99-99.9 -99-99.9 8.7-9.9
5033419560729 16.7  2.2  0.009999-99.9-99.9-99.9-99.9 5.0 48-9.9-99-99.9 -99-99.9 8.3-9.9
5033419560730 12.7  2.0  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9-99-99.9 -99-99.9 3.4-9.9
5033419560731 14.2  3.2  0.009999-99.9-99.9-99.9-99.9 6.7 64-9.9-99-99.9 -99-99.910.1-9.9
5033419560801 14.5 -1.5  1.519999-99.9-99.9-99.9-99.9 2.6 25-9.9-99-99.9 -99-99.9 6.1-9.9
5033419560802  9.1  3.0  1.219999-99.9-99.9-99.9-99.9 0.7  6-9.9-99-99.9 -99-99.9 4.1-9.9
5033419560803 10.3  0.2  0.009999-99.9-99.9-99.9-99.910.0 96-9.9-99-99.9 -99-99.913.8-9.9
5033419560804 12.3 -1.0  0.009999-99.9-99.9-99.9-99.9 4.9 46-9.9-99-99.9 -99-99.9 8.5-9.9
5033419560805 14.7  0.2  0.009999-99.9-99.9-99.9-99.9 5.3 50-9.9-99-99.9 -99-99.9 9.0-9.9
5033419560806 16.7  0.0  0.009999-99.9-99.9-99.9-99.9 7.7 73-9.9-99-99.9 -99-99.911.7-9.9
5033419560807 18.7  2.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5033419560808 21.8  4.2  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5033419560809 17.5  6.8  0.009999-99.9-99.9-99.9-99.9 7.5 70-9.9-99-99.9 -99-99.911.6-9.9
5033419560810 18.1 -0.3  0.009999-99.9-99.9-99.9-99.9 7.9 74-9.9-99-99.9 -99-99.912.2-9.9
5033419560811 18.0  3.3  0.619999-99.9-99.9-99.9-99.9 5.8 54-9.9-99-99.9 -99-99.910.0-9.9
5033419560812 20.7 10.3  0.009999-99.9-99.9-99.9-99.9 2.4 22-9.9-99-99.9 -99-99.9 6.4-9.9
5033419560813 22.0  9.4  0.009999-99.9-99.9-99.9-99.9 8.3 77-9.9-99-99.9 -99-99.912.9-9.9
5033419560814 20.7 10.4 15.019999-99.9-99.9-99.9-99.9 1.4 13-9.9-99-99.9 -99-99.9 5.4-9.9
5033419560815 18.8  6.8  8.019999-99.9-99.9-99.9-99.9 3.3 30-9.9-99-99.9 -99-99.9 7.5-9.9
5033419560816 16.1  2.0  0.009999-99.9-99.9-99.9-99.9 4.3 39-9.9-99-99.9 -99-99.9 8.7-9.9
5033419560817 16.7  1.0  0.009999-99.9-99.9-99.9-99.9 9.5 87-9.9-99-99.9 -99-99.914.7-9.9
5033419560818 19.2  1.6  0.009999-99.9-99.9-99.9-99.9 9.7 89-9.9-99-99.9 -99-99.915.0-9.9
5033419560819 17.1  2.0  0.009999-99.9-99.9-99.9-99.9 9.2 84-9.9-99-99.9 -99-99.914.6-9.9
5033419560820 18.0  1.0  0.009999-99.9-99.9-99.9-99.9 3.8 34-9.9-99-99.9 -99-99.9 8.4-9.9
5033419560821 15.4  1.2  0.009999-99.9-99.9-99.9-99.9 8.5 77-9.9-99-99.9 -99-99.914.0-9.9
5033419560822 12.7  2.0  0.009999-99.9-99.9-99.9-99.9 9.0 81-9.9-99-99.9 -99-99.914.6-9.9
5033419560823 17.2 -4.0  0.009999-99.9-99.9-99.9-99.9 9.0 81-9.9-99-99.9 -99-99.914.8-9.9
5033419560824 21.7  3.5  0.009999-99.9-99.9-99.9-99.9 7.4 66-9.9-99-99.9 -99-99.912.9-9.9
5033419560825 23.7  4.4  0.009999-99.9-99.9-99.9-99.9 5.0 45-9.9-99-99.9 -99-99.910.3-9.9
5033419560826 24.0  7.0  0.009999-99.9-99.9-99.9-99.9 8.1 72-9.9-99-99.9 -99-99.914.0-9.9
5033419560827 25.2  4.4  0.009999-99.9-99.9-99.9-99.9 7.3 65-9.9-99-99.9 -99-99.913.2-9.9
5033419560828 27.2 11.0 11.719999-99.9-99.9-99.9-99.9 4.3 38-9.9-99-99.9 -99-99.9 9.6-9.9
5033419560829 18.0  7.0  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9-99-99.9 -99-99.9 4.5-9.9
5033419560830 10.7  6.2  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9-99-99.9 -99-99.9 4.5-9.9
5033419560831 12.9  0.3  0.009999-99.9-99.9-99.9-99.9 8.2 72-9.9-99-99.9 -99-99.914.7-9.9
5033419560901 19.2  0.4  0.009999-99.9-99.9-99.9-99.9 5.2 45-9.9-99-99.9 -99-99.911.0-9.9
5033419560902 16.7  0.4  0.009999-99.9-99.9-99.9-99.9 2.2 19-9.9-99-99.9 -99-99.9 7.4-9.9
5033419560903 19.2  1.2  0.009999-99.9-99.9-99.9-99.9 8.8 77-9.9-99-99.9 -99-99.915.8-9.9
5033419560904 15.7  7.0  0.009999-99.9-99.9-99.9-99.9 2.7 23-9.9-99-99.9 -99-99.9 8.1-9.9
5033419560905 16.6  6.6  0.009999-99.9-99.9-99.9-99.9 8.7 75-9.9-99-99.9 -99-99.915.8-9.9
5033419560906 23.4  1.8  0.009999-99.9-99.9-99.9-99.9 8.2 71-9.9-99-99.9 -99-99.915.4-9.9
5033419560907 27.3  7.8  0.519999-99.9-99.9-99.9-99.9 6.8 58-9.9-99-99.9 -99-99.913.6-9.9
5033419560908 19.3  9.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5033419560909 22.7  1.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5033419560910 17.3  2.0  0.009999-99.9-99.9-99.9-99.9 9.0 77-9.9-99-99.9 -99-99.916.9-9.9
5033419560911 20.0  0.9  0.009999-99.9-99.9-99.9-99.9 4.7 40-9.9-99-99.9 -99-99.911.3-9.9
5033419560912 18.0  5.0  0.009999-99.9-99.9-99.9-99.9 5.2 44-9.9-99-99.9 -99-99.912.0-9.9
5033419560913 12.6 -2.9  0.009999-99.9-99.9-99.9-99.9 6.0 50-9.9-99-99.9 -99-99.913.1-9.9
5033419560914 12.2 -6.0  2.019999-99.9-99.9-99.9-99.9 3.6 30-9.9-99-99.9 -99-99.910.0-9.9
5033419560915 15.2  2.5  0.009999-99.9-99.9-99.9-99.9 8.2 69-9.9-99-99.9 -99-99.916.3-9.9
5033419560916 21.8  2.0  0.009999-99.9-99.9-99.9-99.9 4.9 41-9.9-99-99.9 -99-99.912.0-9.9
5033419560917 19.7  4.2  0.009999-99.9-99.9-99.9-99.9 4.9 41-9.9-99-99.9 -99-99.912.1-9.9
5033419560918 15.6  5.1  0.009999-99.9-99.9-99.9-99.9 6.5 54-9.9-99-99.9 -99-99.914.3-9.9
5033419560919 18.8  0.2  0.009999-99.9-99.9-99.9-99.9 3.1 25-9.9-99-99.9 -99-99.9 9.6-9.9
5033419560920 18.2  1.0  0.009999-99.9-99.9-99.9-99.9 0.8  6-9.9-99-99.9 -99-99.9 6.5-9.9
5033419560921 19.1 10.0  0.009999-99.9-99.9-99.9-99.9 1.0  8-9.9-99-99.9 -99-99.9 6.9-9.9
5033419560922 23.7  6.8  5.319999-99.9-99.9-99.9-99.9 6.6 54-9.9-99-99.9 -99-99.914.8-9.9
5033419560923 18.6  7.6  0.009999-99.9-99.9-99.9-99.9 6.3 51-9.9-99-99.9 -99-99.914.4-9.9
5033419560924 18.5  4.2  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9-99-99.9 -99-99.9 5.7-9.9
5033419560925 19.1  0.5  0.009999-99.9-99.9-99.9-99.9 6.5 53-9.9-99-99.9 -99-99.915.0-9.9
5033419560926 25.7  4.8  0.009999-99.9-99.9-99.9-99.9 7.6 61-9.9-99-99.9 -99-99.916.5-9.9
5033419560927 29.6  8.0  0.009999-99.9-99.9-99.9-99.9 8.1 65-9.9-99-99.9 -99-99.917.3-9.9
5033419560928 30.9 10.8  0.009999-99.9-99.9-99.9-99.9 3.5 28-9.9-99-99.9 -99-99.910.9-9.9
5033419560929 22.8 15.5 13.219999-99.9-99.9-99.9-99.9 1.0  8-9.9-99-99.9 -99-99.9 7.3-9.9
5033419560930 16.2 11.2  7.919999-99.9-99.9-99.9-99.9 0.0  0-9.9-99-99.9 -99-99.9 5.9-9.9
5033419561001 21.9 11.8 33.319999-99.9-99.9-99.9-99.9 0.0  0-9.9-99-99.9 -99-99.9 6.0-9.9
5033419561002 20.9  6.0  0.009999-99.9-99.9-99.9-99.9 7.7 61-9.9-99-99.9 -99-99.917.3-9.9
5033419561003 21.5  9.1  0.009999-99.9-99.9-99.9-99.9 7.9 63-9.9-99-99.9 -99-99.917.8-9.9
5033419561004 23.5  5.4  0.009999-99.9-99.9-99.9-99.910.0 79-9.9-99-99.9 -99-99.920.9-9.9
5033419561005 24.1 10.0  0.009999-99.9-99.9-99.9-99.9 9.7 76-9.9-99-99.9 -99-99.920.5-9.9
5033419561006 23.5 10.2  0.009999-99.9-99.9-99.9-99.9 3.2 25-9.9-99-99.9 -99-99.911.0-9.9
5033419561007 21.7  9.4  0.009999-99.9-99.9-99.9-99.9 5.9 46-9.9-99-99.9 -99-99.915.0-9.9
5033419561008 20.6  5.0  0.009999-99.9-99.9-99.9-99.9 7.6 59-9.9-99-99.9 -99-99.917.6-9.9
5033419561009 22.9  6.0  0.009999-99.9-99.9-99.9-99.9 8.0 62-9.9-99-99.9 -99-99.918.3-9.9
5033419561010 24.7  9.3  0.009999-99.9-99.9-99.9-99.9 9.0 70-9.9-99-99.9 -99-99.920.0-9.9
5033419561011 24.3 12.5  0.009999-99.9-99.9-99.9-99.9 5.7 44-9.9-99-99.9 -99-99.915.1-9.9
5033419561012 20.9  9.0  2.219999-99.9-99.9-99.9-99.9 0.5  3-9.9-99-99.9 -99-99.9 7.1-9.9
5033419561013 18.2 12.1 15.519999-99.9-99.9-99.9-99.9 0.0  0-9.9-99-99.9 -99-99.9 6.5-9.9
5033419561014 15.7 11.7  5.419999-99.9-99.9-99.9-99.9 0.0  0-9.9-99-99.9 -99-99.9 6.6-9.9
5033419561015 20.0 14.2 15.619999-99.9-99.9-99.9-99.9 0.0  0-9.9-99-99.9 -99-99.9 6.6-9.9
5033419561016 19.2 13.8 10.319999-99.9-99.9-99.9-99.9 2.5 19-9.9-99-99.9 -99-99.910.5-9.9
5033419561017 25.9  9.1 15.519999-99.9-99.9-99.9-99.910.5 80-9.9-99-99.9 -99-99.923.0-9.9
5033419561018 20.1 11.8  0.009999-99.9-99.9-99.9-99.9 5.8 44-9.9-99-99.9 -99-99.915.7-9.9
5033419561019 19.7  9.2  0.009999-99.9-99.9-99.9-99.9 1.1  8-9.9-99-99.9 -99-99.9 8.4-9.9
5033419561020 15.8  9.2  4.319999-99.9-99.9-99.9-99.9 0.0  0-9.9-99-99.9 -99-99.9 6.8-9.9
5033419561021 14.7  7.2  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9-99-99.9 -99-99.9 6.8-9.9
5033419561022 18.1  5.0  0.009999-99.9-99.9-99.9-99.9 8.3 62-9.9-99-99.9 -99-99.919.9-9.9
5033419561023 20.2  6.2  0.009999-99.9-99.9-99.9-99.9 8.0 60-9.9-99-99.9 -99-99.919.6-9.9
5033419561024 24.1  9.5  0.519999-99.9-99.9-99.9-99.9 7.3 54-9.9-99-99.9 -99-99.918.4-9.9
5033419561025 25.3  7.3  0.009999-99.9-99.9-99.9-99.910.6 79-9.9-99-99.9 -99-99.923.8-9.9
5033419561026 27.8 10.2  0.009999-99.9-99.9-99.9-99.910.8 80-9.9-99-99.9 -99-99.924.2-9.9
5033419561027 28.9 15.2  0.009999-99.9-99.9-99.9-99.910.1 75-9.9-99-99.9 -99-99.923.2-9.9
5033419561028 21.8 11.8  4.819999-99.9-99.9-99.9-99.9 2.7 20-9.9-99-99.9 -99-99.911.4-9.9
5033419561029 20.7  5.3  0.009999-99.9-99.9-99.9-99.911.0 81-9.9-99-99.9 -99-99.924.8-9.9
5033419561030 20.1  9.2  0.009999-99.9-99.9-99.9-99.9 1.0  7-9.9-99-99.9 -99-99.9 8.7-9.9
5033419561031 20.1  5.9  0.009999-99.9-99.9-99.9-99.911.5 84-9.9-99-99.9 -99-99.925.7-9.9
5033419561101 22.9  4.5  0.009999-99.9-99.9-99.9-99.9 9.2 67-9.9-99-99.9 -99-99.922.0-9.9
5033419561102 20.7  7.5  1.919999-99.9-99.9-99.9-99.9 0.0  0-9.9-99-99.9 -99-99.9 7.3-9.9
5033419561103 23.5 10.0  0.009999-99.9-99.9-99.9-99.9 6.8 49-9.9-99-99.9 -99-99.918.2-9.9
5033419561104 27.7  9.5  0.009999-99.9-99.9-99.9-99.9 8.3 60-9.9-99-99.9 -99-99.920.8-9.9
5033419561105 26.3 13.0  5.919999-99.9-99.9-99.9-99.9 7.0 51-9.9-99-99.9 -99-99.918.8-9.9
5033419561106 28.9 15.0 15.719999-99.9-99.9-99.9-99.9 9.4 68-9.9-99-99.9 -99-99.922.8-9.9
5033419561107 25.1 13.5  0.219999-99.9-99.9-99.9-99.9 3.0 21-9.9-99-99.9 -99-99.912.2-9.9
5033419561108 25.7 13.0  0.009999-99.9-99.9-99.9-99.9 8.6 62-9.9-99-99.9 -99-99.921.6-9.9
5033419561109 28.2 10.0 10.819999-99.9-99.9-99.9-99.9 9.5 68-9.9-99-99.9 -99-99.923.0-9.9
5033419561110 29.1 16.5  0.009999-99.9-99.9-99.9-99.9 4.6 33-9.9-99-99.9 -99-99.915.1-9.9
5033419561111 25.3 15.0  0.009999-99.9-99.9-99.9-99.9 8.1 58-9.9-99-99.9 -99-99.920.9-9.9
5033419561112 25.3 10.6  0.009999-99.9-99.9-99.9-99.9 8.4 60-9.9-99-99.9 -99-99.921.5-9.9
5033419561113 25.2  9.0  0.719999-99.9-99.9-99.9-99.9 1.9 13-9.9-99-99.9 -99-99.910.6-9.9
5033419561114-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5033419561115 27.6 11.0  0.719999-99.9-99.9-99.9-99.9 4.2 29-9.9-99-99.9 -99-99.914.4-9.9
5033419561116 27.2  7.5  4.619999-99.9-99.9-99.9-99.9 1.1  7-9.9-99-99.9 -99-99.9 9.3-9.9
5033419561117 30.5 17.5 74.019999-99.9-99.9-99.9-99.9 7.0 49-9.9-99-99.9 -99-99.919.2-9.9
5033419561118 26.0 13.0  8.019999-99.9-99.9-99.9-99.9 0.0  0-9.9-99-99.9 -99-99.9 7.7-9.9
5033419561119 23.7 10.5  0.009999-99.9-99.9-99.9-99.9 8.0 56-9.9-99-99.9 -99-99.921.0-9.9
5033419561120 26.2 10.8  0.009999-99.9-99.9-99.9-99.9 8.7 61-9.9-99-99.9 -99-99.922.3-9.9
5033419561121 28.5 11.8  0.009999-99.9-99.9-99.9-99.9 8.0 56-9.9-99-99.9 -99-99.921.1-9.9
5033419561122 30.3 15.8  2.319999-99.9-99.9-99.9-99.9 6.5 45-9.9-99-99.9 -99-99.918.6-9.9
5033419561123 29.3 17.3  5.019999-99.9-99.9-99.9-99.9 4.7 33-9.9-99-99.9 -99-99.915.7-9.9
5033419561124 23.1 13.5  0.009999-99.9-99.9-99.9-99.9 8.5 59-9.9-99-99.9 -99-99.922.0-9.9
5033419561125 23.4  6.5  0.009999-99.9-99.9-99.9-99.9 8.9 62-9.9-99-99.9 -99-99.922.8-9.9
5033419561126 30.1 11.9  0.009999-99.9-99.9-99.9-99.9 9.2 64-9.9-99-99.9 -99-99.923.3-9.9
5033419561127 32.6 15.0  0.009999-99.9-99.9-99.9-99.9 9.8 68-9.9-99-99.9 -99-99.924.4-9.9
5033419561128 33.7 13.8  0.009999-99.9-99.9-99.9-99.9 8.8 61-9.9-99-99.9 -99-99.922.7-9.9
5033419561129 25.1 11.5  1.819999-99.9-99.9-99.9-99.9 5.3 36-9.9-99-99.9 -99-99.916.7-9.9
5033419561130 19.4 12.3  9.619999-99.9-99.9-99.9-99.9 0.0  0-9.9-99-99.9 -99-99.9 8.0-9.9
5033419561201 27.1 12.8  0.009999-99.9-99.9-99.9-99.9 0.7  4-9.9-99-99.9 -99-99.9 9.0-9.9
5033419561202 25.1 12.6  0.009999-99.9-99.9-99.9-99.9 7.8 54-9.9-99-99.9 -99-99.921.2-9.9
5033419561203 24.7  5.0  0.009999-99.9-99.9-99.9-99.9 9.7 67-9.9-99-99.9 -99-99.924.4-9.9
5033419561204 29.1 12.5  0.009999-99.9-99.9-99.9-99.9 6.0 41-9.9-99-99.9 -99-99.918.1-9.9
5033419561205 26.2 12.0  0.009999-99.9-99.9-99.9-99.9 6.0 41-9.9-99-99.9 -99-99.918.1-9.9
5033419561206 31.3  9.2  0.009999-99.9-99.9-99.9-99.9 8.4 58-9.9-99-99.9 -99-99.922.3-9.9
5033419561207 33.3 14.2  0.009999-99.9-99.9-99.9-99.9 9.4 65-9.9-99-99.9 -99-99.924.1-9.9
5033419561208 35.2 15.0  0.009999-99.9-99.9-99.9-99.9 5.2 35-9.9-99-99.9 -99-99.916.7-9.9
5033419561209 29.1 15.5  0.009999-99.9-99.9-99.9-99.9 0.5  3-9.9-99-99.9 -99-99.9 8.8-9.9
5033419561210 23.2 10.0  0.009999-99.9-99.9-99.9-99.9 1.5 10-9.9-99-99.9 -99-99.910.6-9.9
5033419561211 29.1  7.5  0.009999-99.9-99.9-99.9-99.9 8.0 55-9.9-99-99.9 -99-99.921.7-9.9
5033419561212 35.4 16.5  4.919999-99.9-99.9-99.9-99.9 8.0 55-9.9-99-99.9 -99-99.921.7-9.9
5033419561213 29.4 15.4  0.009999-99.9-99.9-99.9-99.9 7.2 49-9.9-99-99.9 -99-99.920.3-9.9
5033419561214 28.1  7.5  0.009999-99.9-99.9-99.9-99.9 7.5 51-9.9-99-99.9 -99-99.920.8-9.9
5033419561215 30.7 13.6  0.009999-99.9-99.9-99.9-99.9 6.7 46-9.9-99-99.9 -99-99.919.5-9.9
5033419561216 31.3 15.5  0.009999-99.9-99.9-99.9-99.9 4.3 29-9.9-99-99.9 -99-99.915.3-9.9
5033419561217 34.2 14.2  0.719999-99.9-99.9-99.9-99.9 6.3 43-9.9-99-99.9 -99-99.918.8-9.9
5033419561218 38.7 14.0  0.009999-99.9-99.9-99.9-99.9 9.4 64-9.9-99-99.9 -99-99.924.0-9.9
5033419561219 33.1 16.0  9.019999-99.9-99.9-99.9-99.9 6.5 44-9.9-99-99.9 -99-99.919.1-9.9
5033419561220 33.5 15.8  0.009999-99.9-99.9-99.9-99.9 9.9 68-9.9-99-99.9 -99-99.925.1-9.9
5033419561221 32.2 19.0 11.019999-99.9-99.9-99.9-99.9 2.5 17-9.9-99-99.9 -99-99.912.4-9.9
5033419561222 29.2 13.2  0.009999-99.9-99.9-99.9-99.9 6.8 46-9.9-99-99.9 -99-99.919.6-9.9
5033419561223 28.2 12.0  0.009999-99.9-99.9-99.9-99.9 9.6 66-9.9-99-99.9 -99-99.924.6-9.9
5033419561224 31.5 10.6  0.009999-99.9-99.9-99.9-99.9 8.8 60-9.9-99-99.9 -99-99.923.1-9.9
5033419561225 34.8 14.6 15.019999-99.9-99.9-99.9-99.910.5 72-9.9-99-99.9 -99-99.926.0-9.9
5033419561226 30.7 15.8  0.009999-99.9-99.9-99.9-99.9 9.7 66-9.9-99-99.9 -99-99.924.5-9.9
5033419561227 32.5 11.5  0.009999-99.9-99.9-99.9-99.9 9.7 66-9.9-99-99.9 -99-99.924.5-9.9
5033419561228 33.2 12.5  0.009999-99.9-99.9-99.9-99.9 4.3 29-9.9-99-99.9 -99-99.915.3-9.9
5033419561229 33.0 17.6  0.009999-99.9-99.9-99.9-99.9 5.9 40-9.9-99-99.9 -99-99.918.0-9.9
5033419561230 35.7 15.0  0.009999-99.9-99.9-99.9-99.9 6.9 47-9.9-99-99.9 -99-99.919.8-9.9
5033419561231 37.9 18.2  0.009999-99.9-99.9-99.9-99.9 5.1 35-9.9-99-99.9 -99-99.916.8-9.9
5033419570101 37.3 16.5  1.819999-99.9-99.9-99.9-99.9 3.2 22-9.9-99-99.9 -99-99.913.6-9.9
5033419570102 27.7 18.4  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9-99-99.9 -99-99.9 8.1-9.9
5033419570103 36.4 15.6  6.019999-99.9-99.9-99.9-99.9 9.6 66-9.9-99-99.9 -99-99.924.4-9.9
5033419570104 31.3 18.0  4.019999-99.9-99.9-99.9-99.9 5.3 36-9.9-99-99.9 -99-99.917.0-9.9
